"Département","Circonscription","Première place","Seconde place","Troisième place","Quatrième place"
"Pyrénées-Atlantiques","1ère circonscription des Pyrénées-Atlantiques","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> François VERRIERE (27.96%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Josy POUEYTO (26.82%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#777F7F; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>DVG</span> <s>Jean-Yves LALANNE (19.95%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Pyrénées-Atlantiques","2e circonscription des Pyrénées-Atlantiques","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Monique BECKER (31.14%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Jean-Paul MATTEÏ (29.6%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> <s>Julien BRUNEL (26.49%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Pyrénées-Atlantiques","4e circonscription des Pyrénées-Atlantiques","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Iñaki ECHANIZ (38.01%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sylviane LOPEZ (25.62%)</p>","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>DVD</span> Jean LASSALLE (18.05%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Pyrénées-Atlantiques","5e circonscription des Pyrénées-Atlantiques","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Colette CAPDEVIELLE (32.3%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Serge ROSSO (27.54%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> <s>Florence LASSERRE (26.63%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Pyrénées-Atlantiques","6e circonscription des Pyrénées-Atlantiques","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Peio DUFAU (29.42%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Christian DEVÈZE (26.92%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Victor LASTÉCOUÈRES (25.29%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hautes-Pyrénées","1ère circonscription des Hautes-Pyrénées","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Marie-Christine SORIN (34.09%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Sylvie FERRER (29.53%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Jean-Bernard SEMPASTOUS (24.84%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Hautes-Pyrénées","2e circonscription des Hautes-Pyrénées","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Olivier MONTEIL (36.96%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Denis FÉGNÉ (28.09%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Benoit MOURNET (24.91%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Pyrénées-Orientales","3e circonscription des Pyrénées-Orientales","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sandrine DOGOR-SUCH (45.57%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Nathalie CULLELL (28.03%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Parti-radical</span> <s>Laurence GAYTE (20.42%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Bas-Rhin","2e circonscription du Bas-Rhin","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Emmanuel FERNANDES (43.91%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Rebecca BREITMAN (22.56%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Virginie JORON (21.22%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Bas-Rhin","3e circonscription du Bas-Rhin","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Thierry SOTHER (37.94%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Bruno STUDER (28.99%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Stéphanie DÔ (23.1%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Bas-Rhin","4e circonscription du Bas-Rhin","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Delphine DAUBENBERGER (33.11%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Françoise BUFFET (32.36%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Raphaële KRATTINGER (20.92%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haut-Rhin","5e circonscription du Haut-Rhin","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Olivier BECHT (37.23%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Pierre PINTO (29.56%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> <s>Nadia EL HAJJAJI (26.8%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Haut-Rhin","6e circonscription du Haut-Rhin","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Christelle RITZ (39.74%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Bruno FUCHS (30.19%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Florence CLAUDEPIERRE (22.08%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","1ère circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Anaïs BELOUASSA-CHERIFI (42.4%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Thomas RUDIGOZ (29.72%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Laurent MOUTON (18.1%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","4e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Sandrine RUNEL (38%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Anne BRUGNERA (31.03%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Yannick CHAUMONT (17.91%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","5e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Blandine BROCARD (32.01%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Fabrice MATTEUCCI (26.48%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Sasha BITOUM (25.38%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","7e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Abdelkader LAHMAR (46%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Horizons</span> Alexandre VINCENDET (27.05%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Cédric PIGNAL (21.28%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","8e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Jonathan GERY (33.46%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Anne REYMBAUT (22.75%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Dominique DESPRAS (21.18%)</p>","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>LR</span> Nathalie SERRE (20.66%)</p>"
"Rhône","9e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Patrick LOUIS (35.41%)</p>","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>LR</span> Alexandre PORTIER (25.41%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> <s>Jean-Henri SOUMIREU-LARTIGUE (23.25%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","10e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Thomas GASSILLOUD (32.54%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Cecile PATOUT (31.15%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> <s>Florence Janine Jacqueline PERRIN (23.64%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","11e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Alexandre HUMBERT DUPALAIS (36.81%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Jean-Luc FUGIT (26.93%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PCF</span> <s>Abdel YOUSFI (22.87%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","12e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> Lucie GAILLOT DURAND (30.02%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Modem</span> Cyrille ISAAC-SIBILLE (28.97%)</p>","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Clémence LUISIER (24.96%)</p>","<i>Il n'y a pas de quatrième candidat</i>"
"Rhône","13e circonscription du Rhône","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Tiffany JONCOUR (36.35%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Victor PRANDT (26.23%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> <s>Sarah TANZILLI (24.21%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Saône-et-Loire","1ère circonscription de Saône-et-Loire","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Rachel DREVET (34.65%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Benjamin DIRX (30.6%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-Ecologistes</span> <s>Jean-Luc DELPEUCH (27.59%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Saône-et-Loire","3e circonscription de Saône-et-Loire","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Aurélien DUTREMBLE (42.67%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Rémy REBEYROTTE (25.1%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Richard BENINGER (19.14%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Saône-et-Loire","4e circonscription de Saône-et-Loire","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN-LR</span> Eric MICHOUX (44.34%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-PS</span> Cécile UNTERMAIER (29.96%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>LR</span> <s>Anthony VADOT (22.33%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
"Saône-et-Loire","5e circonscription de Saône-et-Loire","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Arnaud SANVERT (35.12%)</p>","<p style='margin:4px;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> Fatima KOURICHE (23.28%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Louis MARGUERITTE (20.75%)</p>","<p style='margin:4px;'><span style='background-color:#005CE6; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>DVD</span> Gilles PLATRET (19.06%)</p>"
"Sarthe","1ère circonscription de la Sarthe","<p style='margin:4px;'><span style='background-color:#002E61; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>RN</span> Céline DE COSSÉ BRISSAC (33.6%)</p>","<p style='margin:4px;'><span style='background-color:#9859FC; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>ENS-Renaissance</span> Julie DELPECH (30.84%)</p>","<p style='padding:10px; background-color:#d3d3d3;'><span style='background-color:#C02631; color:white; border-radius: 4px; padding: 4px 6px 0px 6px;'>NFP-LFI</span> <s>Ghislaine BONNET (25.01%)</s></p>","<i>Il n'y a pas de quatrième candidat</i>"
