,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
176784,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
192954,49.35657,6.74888,11.63,10-50,POINT (4084849.9244354255 2921177.887975856),False,880296,1kmE4084N2921,4084000,2921000
213155,49.35901,6.74828,0.83,> 100,POINT (4084818.166457467 2921450.9081306066),False,880296,1kmE4084N2921,4084000,2921000
233158,49.35749,6.74873,7.32,5-10,POINT (4084843.4823616324 2921280.585188398),False,880296,1kmE4084N2921,4084000,2921000
281165,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
281166,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
281168,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
281169,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
281575,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
294944,49.35848,6.74503,3.22,0-5,POINT (4084579.7228496075 2921402.4647560483),False,880296,1kmE4084N2921,4084000,2921000
339112,49.35741,6.75053,9.04,5-10,POINT (4084973.7414830336 2921265.918952325),False,880296,1kmE4084N2921,4084000,2921000
364392,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
364393,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
364394,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
364395,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
380565,49.35657,6.74888,11.63,10-50,POINT (4084849.9244354255 2921177.887975856),False,880296,1kmE4084N2921,4084000,2921000
409389,49.35901,6.74828,0.83,> 100,POINT (4084818.166457467 2921450.9081306066),False,880296,1kmE4084N2921,4084000,2921000
429392,49.35749,6.74873,7.32,5-10,POINT (4084843.4823616324 2921280.585188398),False,880296,1kmE4084N2921,4084000,2921000
477399,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
477400,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
477402,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
477403,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
477809,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
537361,49.35672,6.75075,10.98,10-50,POINT (4084986.3774325354 2921188.5512116803),False,880296,1kmE4084N2921,4084000,2921000
542869,49.35848,6.74503,3.22,0-5,POINT (4084579.7228496075 2921402.4647560483),False,880296,1kmE4084N2921,4084000,2921000
587037,49.35741,6.75053,9.04,5-10,POINT (4084973.7414830336 2921265.918952325),False,880296,1kmE4084N2921,4084000,2921000
612317,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
612318,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
612319,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
612320,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
696282,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
696283,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
696285,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
696286,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
696692,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
756244,49.35672,6.75075,10.98,10-50,POINT (4084986.3774325354 2921188.5512116803),False,880296,1kmE4084N2921,4084000,2921000
782179,49.35604,6.74823,1.28,0-5,POINT (4084800.1848360696 2921121.0901283324),False,880296,1kmE4084N2921,4084000,2921000
792486,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
792487,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
792488,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
792489,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
876454,49.35734,6.74482,0.99,> 100,POINT (4084558.9663244896 2921276.4815673516),False,880296,1kmE4084N2921,4084000,2921000
876455,49.35658,6.75023,0.99,> 100,POINT (4084947.958660001 2921174.665411702),False,880296,1kmE4084N2921,4084000,2921000
896419,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
896420,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
896422,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
896423,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
896829,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
956381,49.35672,6.75075,10.98,10-50,POINT (4084986.3774325354 2921188.5512116803),False,880296,1kmE4084N2921,4084000,2921000
982316,49.35604,6.74823,1.28,0-5,POINT (4084800.1848360696 2921121.0901283324),False,880296,1kmE4084N2921,4084000,2921000
992623,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
992624,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
992625,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
992626,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
1076591,49.35734,6.74482,0.99,> 100,POINT (4084558.9663244896 2921276.4815673516),False,880296,1kmE4084N2921,4084000,2921000
1076592,49.35658,6.75023,0.99,> 100,POINT (4084947.958660001 2921174.665411702),False,880296,1kmE4084N2921,4084000,2921000
1096556,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
1096557,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
1096559,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
1096560,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
1096966,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
1156518,49.35672,6.75075,10.98,10-50,POINT (4084986.3774325354 2921188.5512116803),False,880296,1kmE4084N2921,4084000,2921000
1182453,49.35604,6.74823,1.28,0-5,POINT (4084800.1848360696 2921121.0901283324),False,880296,1kmE4084N2921,4084000,2921000
1192760,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
1192761,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
1192762,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
1192763,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
1276728,49.35734,6.74482,0.99,> 100,POINT (4084558.9663244896 2921276.4815673516),False,880296,1kmE4084N2921,4084000,2921000
1276729,49.35658,6.75023,0.99,> 100,POINT (4084947.958660001 2921174.665411702),False,880296,1kmE4084N2921,4084000,2921000
1296693,49.36019,6.73962,1.28,0-5,POINT (4084195.3563354285 2921609.856288307),False,880296,1kmE4084N2921,4084000,2921000
1296694,49.35973,6.74617,1.69,0-5,POINT (4084668.5076893168 2921537.6807371886),False,880296,1kmE4084N2921,4084000,2921000
1296696,49.36113,6.73925,1.14,0-5,POINT (4084173.0584105384 2921715.4849490626),False,880296,1kmE4084N2921,4084000,2921000
1296697,49.36064,6.74578,1.14,0-5,POINT (4084644.6036116267 2921640.0384906),False,880296,1kmE4084N2921,4084000,2921000
1297103,49.3572,6.74623,1.16,0-5,POINT (4084660.6283135666 2921256.395280474),False,880296,1kmE4084N2921,4084000,2921000
1356655,49.35672,6.75075,10.98,10-50,POINT (4084986.3774325354 2921188.5512116803),False,880296,1kmE4084N2921,4084000,2921000
1382590,49.35604,6.74823,1.28,0-5,POINT (4084800.1848360696 2921121.0901283324),False,880296,1kmE4084N2921,4084000,2921000
1392897,49.35949,6.7456,1.4,0-5,POINT (4084625.977855259 2921512.847528828),False,880296,1kmE4084N2921,4084000,2921000
1392898,49.35717,6.73865,0.93,> 100,POINT (4084110.319866995 2921277.4475405873),False,880296,1kmE4084N2921,4084000,2921000
1392899,49.35615,6.74418,1.11,0-5,POINT (4084506.756775968 2921146.325848359),False,880296,1kmE4084N2921,4084000,2921000
1392900,49.35514,6.74969,1.11,0-5,POINT (4084901.8086514543 2921016.40900606),False,880296,1kmE4084N2921,4084000,2921000
1476865,49.35734,6.74482,0.99,> 100,POINT (4084558.9663244896 2921276.4815673516),False,880296,1kmE4084N2921,4084000,2921000
1476866,49.35658,6.75023,0.99,> 100,POINT (4084947.958660001 2921174.665411702),False,880296,1kmE4084N2921,4084000,2921000
1507005,49.35604,6.74823,1.28,0-5,POINT (4084800.1848360696 2921121.0901283324),False,880296,1kmE4084N2921,4084000,2921000
1599031,49.36296,6.74684,1.45,0-5,POINT (4084732.7509791264 2921894.3938796585),False,880296,1kmE4084N2921,4084000,2921000
1599032,49.35623,6.74665,1.29,0-5,POINT (4084686.4225496454 2921147.2751077726),False,880296,1kmE4084N2921,4084000,2921000
1600186,49.3555,6.74985,1.08,0-5,POINT (4084915.1609528773 2921055.8928187843),False,880296,1kmE4084N2921,4084000,2921000
1611870,49.35734,6.74482,0.99,> 100,POINT (4084558.9663244896 2921276.4815673516),False,880296,1kmE4084N2921,4084000,2921000
1611871,49.35658,6.75023,0.99,> 100,POINT (4084947.958660001 2921174.665411702),False,880296,1kmE4084N2921,4084000,2921000
1672542,49.35886,6.74906,5.59,5-10,POINT (4084874.052978101 2921431.738094305),False,880296,1kmE4084N2921,4084000,2921000
1705409,49.35764,6.75064,2.56,0-5,POINT (4084982.8360550697 2921291.1198865096),False,880296,1kmE4084N2921,4084000,2921000
1705410,49.35838,6.74327,2.56,0-5,POINT (4084451.499704838 2921397.0133325956),False,880296,1kmE4084N2921,4084000,2921000
1712264,49.3568,6.75038,7.85,5-10,POINT (4084959.9084393173 2921198.6268867645),False,880296,1kmE4084N2921,4084000,2921000
1748914,49.35723,6.7504,3.79,0-5,POINT (4084963.43667898 2921246.3374188277),False,880296,1kmE4084N2921,4084000,2921000
1748915,49.35797,6.74466,3.79,0-5,POINT (4084550.4012559755 2921346.9912665384),False,880296,1kmE4084N2921,4084000,2921000
1829969,49.35693,6.74543,1.94,0-5,POINT (4084601.25756891 2921228.9682509247),False,880296,1kmE4084N2921,4084000,2921000
1855189,49.357,6.74938,6.84,5-10,POINT (4084888.292758234 2921224.0574168293),False,880296,1kmE4084N2921,4084000,2921000
1888444,49.35859,6.7464,3.48,0-5,POINT (4084679.6881572185 2921410.2833219115),False,880296,1kmE4084N2921,4084000,2921000
1889884,49.35699,6.74829,4.72,0-5,POINT (4084809.1306044008 2921226.4461110244),False,880296,1kmE4084N2921,4084000,2921000
1979792,49.35992,6.74625,2.07,0-5,POINT (4084675.2326418916 2921558.533416365),False,880296,1kmE4084N2921,4084000,2921000
1979793,49.35646,6.74466,2.08,0-5,POINT (4084543.096110158 2921179.2246995345),False,880296,1kmE4084N2921,4084000,2921000
1979794,49.35526,6.75065,2.08,0-5,POINT (4084972.0690641906 2921026.6603126903),False,880296,1kmE4084N2921,4084000,2921000
2065094,49.35693,6.74543,1.94,0-5,POINT (4084601.25756891 2921228.9682509247),False,880296,1kmE4084N2921,4084000,2921000
2090314,49.357,6.74938,6.84,5-10,POINT (4084888.292758234 2921224.0574168293),False,880296,1kmE4084N2921,4084000,2921000
2146897,49.36022,6.74706,2.63,0-5,POINT (4084735.470379692 2921589.262261121),False,880296,1kmE4084N2921,4084000,2921000
2149780,49.35697,6.75069,2.08,0-5,POINT (4084983.2297291663 2921216.519747329),False,880296,1kmE4084N2921,4084000,2921000
2156184,49.35992,6.74625,2.07,0-5,POINT (4084675.2326418916 2921558.533416365),False,880296,1kmE4084N2921,4084000,2921000
2156185,49.35646,6.74466,2.08,0-5,POINT (4084543.096110158 2921179.2246995345),False,880296,1kmE4084N2921,4084000,2921000
2156186,49.35526,6.75065,2.08,0-5,POINT (4084972.0690641906 2921026.6603126903),False,880296,1kmE4084N2921,4084000,2921000
2240120,49.35839,6.74853,6.17,5-10,POINT (4084833.31513117 2921381.220909312),False,880296,1kmE4084N2921,4084000,2921000
2240121,49.35594,6.74212,0.76,> 100,POINT (4084356.220156965 2921129.6199431615),False,880296,1kmE4084N2921,4084000,2921000
2240122,49.35513,6.74734,0.76,> 100,POINT (4084731.187345648 2921022.844245322),False,880296,1kmE4084N2921,4084000,2921000
5348,51.03497,2.28592,9.72,5-10,POINT (3781044.872344945 3131151.5275640157),False,591320,1kmE3781N3131,3781000,3131000
23909,51.04242,2.29437,2.33,0-5,POINT (3781720.58998557 3131914.064248319),False,591320,1kmE3781N3131,3781000,3131000
23911,51.03847,2.28666,2.61,0-5,POINT (3781137.257658749 3131533.6126314793),False,591320,1kmE3781N3131,3781000,3131000
23912,51.03403,2.28589,2.61,0-5,POINT (3781031.8201551116 3131047.663743745),False,591320,1kmE3781N3131,3781000,3131000
93530,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
93957,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
93959,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
93961,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
151527,51.03863,2.28486,4.23,0-5,POINT (3781013.680590717 3131564.6294077337),False,591320,1kmE3781N3131,3781000,3131000
155813,51.0387,2.28583,2.9,0-5,POINT (3781082.0965404776 3131565.2128147627),False,591320,1kmE3781N3131,3781000,3131000
192959,51.03497,2.28592,9.72,5-10,POINT (3781044.872344945 3131151.5275640157),False,591320,1kmE3781N3131,3781000,3131000
211520,51.04242,2.29437,2.33,0-5,POINT (3781720.58998557 3131914.064248319),False,591320,1kmE3781N3131,3781000,3131000
211522,51.03847,2.28666,2.61,0-5,POINT (3781137.257658749 3131533.6126314793),False,591320,1kmE3781N3131,3781000,3131000
211523,51.03403,2.28589,2.61,0-5,POINT (3781031.8201551116 3131047.663743745),False,591320,1kmE3781N3131,3781000,3131000
281141,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
281568,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
281570,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
281572,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
339138,51.03863,2.28486,4.23,0-5,POINT (3781013.680590717 3131564.6294077337),False,591320,1kmE3781N3131,3781000,3131000
343424,51.0387,2.28583,2.9,0-5,POINT (3781082.0965404776 3131565.2128147627),False,591320,1kmE3781N3131,3781000,3131000
380570,51.03497,2.28592,9.72,5-10,POINT (3781044.872344945 3131151.5275640157),False,591320,1kmE3781N3131,3781000,3131000
407754,51.04242,2.29437,2.33,0-5,POINT (3781720.58998557 3131914.064248319),False,591320,1kmE3781N3131,3781000,3131000
407756,51.03847,2.28666,2.61,0-5,POINT (3781137.257658749 3131533.6126314793),False,591320,1kmE3781N3131,3781000,3131000
407757,51.03403,2.28589,2.61,0-5,POINT (3781031.8201551116 3131047.663743745),False,591320,1kmE3781N3131,3781000,3131000
477375,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
477802,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
477804,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
477806,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
587063,51.03863,2.28486,4.23,0-5,POINT (3781013.680590717 3131564.6294077337),False,591320,1kmE3781N3131,3781000,3131000
591349,51.0387,2.28583,2.9,0-5,POINT (3781082.0965404776 3131565.2128147627),False,591320,1kmE3781N3131,3781000,3131000
696258,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
696685,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
696687,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
696689,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
896395,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
896822,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
896824,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
896826,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
1096532,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
1096959,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
1096961,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
1096963,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
1296669,51.03733,2.28776,2.2,0-5,POINT (3781200.626779546 3131399.254619621),False,591320,1kmE3781N3131,3781000,3131000
1297096,51.04309,2.29281,0.98,> 100,POINT (3781619.6869946495 3131999.7678143643),False,591320,1kmE3781N3131,3781000,3131000
1297098,51.03486,2.28749,2.02,0-5,POINT (3781153.0126613793 3131127.747351329),False,591320,1kmE3781N3131,3781000,3131000
1297100,51.03479,2.28762,2.35,0-5,POINT (3781161.257091325 3131119.035883524),False,591320,1kmE3781N3131,3781000,3131000
